iter	Logloss
404	0.4543420228
405	0.4543228152
406	0.4543053883
407	0.4542587357
408	0.4542180261
409	0.4541833141
410	0.4541507387
411	0.4541182958
412	0.4540873512
413	0.4540357634
414	0.4539862669
415	0.4539446647
416	0.453911299
417	0.453874544
418	0.4538317895
419	0.4537938343
420	0.4537594368
421	0.4537173335
422	0.4536791234
423	0.4536507729
424	0.4536101129
425	0.453570867
426	0.4535477973
427	0.45351735
428	0.4534907605
429	0.4534642849
430	0.4534318181
431	0.4533921275
432	0.4533674329
433	0.4533317528
434	0.4532987608
435	0.4532689719
436	0.4532383442
437	0.4532000524
438	0.4531711578
439	0.4531334063
440	0.4530958338
441	0.4530675667
442	0.4530250209
443	0.4529906203
444	0.4529676677
445	0.452930794
446	0.452885614
447	0.4528506091
448	0.4528098052
449	0.4527696552
450	0.4527461353
451	0.4527246512
452	0.4526801878
453	0.4526474399
454	0.4526053132
455	0.4525805627
456	0.4525553827
457	0.4525176935
458	0.452504429
459	0.4524670135
460	0.4524371529
461	0.4523997065
462	0.4523580461
463	0.4523400199
464	0.4523032527
465	0.4522681372
466	0.4522361699
467	0.4522089588
468	0.4521786695
469	0.4521345339
470	0.4520968877
471	0.4520660559
472	0.4520469471
473	0.4520126634
474	0.4519794577
475	0.4519476868
476	0.451919466
477	0.4518919675
478	0.4518621264
479	0.451835312
480	0.4517878345
481	0.4517597107
482	0.4517326245
483	0.4517147874
484	0.4516822639
485	0.4516451137
486	0.4516238548
487	0.4515901967
488	0.4515681039
489	0.4515453862
490	0.4515130793
491	0.4514704349
492	0.4514392717
493	0.4513910104
494	0.4513588781
495	0.4513163699
496	0.4512860858
497	0.4512564106
498	0.4512464377
499	0.4512220955
500	0.4511958473
501	0.451165105
502	0.4511364473
503	0.4511081524
504	0.4510832648
505	0.4510422122
506	0.4510134925
507	0.4509831744
508	0.4509283063
509	0.4508820975
510	0.45085556
511	0.4508359231
512	0.4508075048
513	0.4507845882
514	0.4507486211
515	0.4507150081
516	0.450699667
517	0.4506660167
518	0.450644861
519	0.4506135084
520	0.4505869776
521	0.4505735526
522	0.450548792
523	0.4505115038
524	0.4504895519
525	0.4504573084
526	0.4504256635
527	0.4503994311
528	0.4503698227
529	0.4503459567
530	0.4503180006
531	0.4502768456
532	0.4502502295
533	0.4502224062
534	0.4501850679
535	0.4501562791
536	0.4500987686
537	0.4500702482
538	0.4500404786
539	0.4500168078
540	0.4500040558
541	0.44997443
542	0.44994745
543	0.4499225925
544	0.4498940285
545	0.4498767632
546	0.4498471309
547	0.4498118737
548	0.4497856253
549	0.4497603608
550	0.4497275053
551	0.4497056103
552	0.4496681383
553	0.4496331038
554	0.4496101988
555	0.4495908993
556	0.4495594669
557	0.4495412837
558	0.4495006504
559	0.449471889
560	0.4494546562
561	0.4494362411
562	0.4494060305
563	0.4493818382
564	0.44935598
565	0.4493249863
566	0.4492807422
567	0.4492427919
568	0.4492238209
569	0.4491959763
570	0.4491651068
571	0.4491391665
572	0.4491130314
573	0.4490802994
574	0.4490662503
575	0.4490277448
576	0.4490004051
577	0.448957984
578	0.4489392953
579	0.4489212673
580	0.4489025008
581	0.4488689577
582	0.4488438647
583	0.4487933536
584	0.4487626895
585	0.448738944
586	0.4487268633
587	0.4487047644
588	0.4486839831
589	0.4486555766
590	0.4486288462
591	0.4486114972
592	0.4485786784
593	0.4485634609
594	0.4485218914
595	0.4484905608
596	0.448467661
597	0.4484495743
598	0.4484249734
599	0.4484048602
600	0.4483675291
601	0.4483406647
602	0.448307952
603	0.4482765341
604	0.4482537272
605	0.4482348234
606	0.4481988051
607	0.4481762207
608	0.4481517981
609	0.44811811
610	0.4480966979
611	0.4480526298
612	0.4480344138
613	0.4480136137
614	0.4480005966
615	0.4479728178
616	0.4479446684
617	0.4479173867
618	0.4478924706
619	0.4478686593
620	0.4478492196
621	0.4478155603
622	0.4478035192
623	0.4477686568
624	0.4477437252
625	0.4477276946
626	0.4477045868
627	0.4476762782
628	0.4476538889
629	0.4476331873
630	0.4476148916
631	0.4475900094
632	0.4475591389
633	0.4475283105
634	0.4474976816
635	0.4474735934
636	0.447449868
637	0.4474289999
638	0.4474024699
639	0.4473789596
640	0.4473615982
641	0.4473306363
642	0.4473034025
643	0.447283939
644	0.4472649695
645	0.4472442666
646	0.4472357139
647	0.447200525
648	0.4471798937
649	0.4471615445
650	0.4471343333
651	0.4471176224
652	0.4470854603
653	0.4470356516
654	0.4470052646
655	0.4469844954
656	0.4469611183
657	0.4469356449
658	0.4469100237
659	0.4468920676
660	0.4468632391
661	0.4468362605
662	0.4467993104
663	0.4467690877
664	0.446724084
665	0.4467015736
666	0.4466734786
667	0.4466416236
668	0.4466201463
669	0.4466023643
670	0.4465593484
671	0.4465358947
672	0.4465154211
673	0.4464935549
674	0.4464514146
675	0.4464220506
676	0.4463993564
677	0.4463807474
678	0.4463669269
679	0.4463433806
680	0.4463188137
681	0.4462989587
682	0.4462703103
683	0.4462415169
684	0.4462045417
685	0.4461787822
686	0.4461530043
687	0.4461291931
688	0.4461002691
689	0.4460793852
690	0.4460410546
691	0.4460160328
692	0.4459795614
693	0.4459589705
694	0.4459303297
695	0.4459035001
696	0.4458801268
697	0.4458707405
698	0.4458454426
699	0.4458300247
700	0.445807052
701	0.4457857066
702	0.4457740089
703	0.4457457
704	0.4457076292
705	0.4456724155
706	0.4456481693
707	0.4456173126
708	0.4455844592
709	0.4455583327
710	0.4455366203
711	0.4455127654
712	0.4454962198
713	0.445484316
714	0.4454593974
715	0.4454252429
716	0.4453958403
717	0.4453569297
718	0.4453294985
719	0.4453067993
720	0.445274561
721	0.4452433779
722	0.4452253116
723	0.4452016393
724	0.4451725964
725	0.4451471117
726	0.4451279864
727	0.4451005703
728	0.4450858994
729	0.4450582643
730	0.4450388487
731	0.4450171751
732	0.4450012921
733	0.4449818789
734	0.4449560652
735	0.4449348247
736	0.4449117385
737	0.4448913726
738	0.444878262
739	0.4448663348
740	0.4448467507
741	0.4448204966
742	0.4447929697
743	0.4447742359
744	0.4447572572
745	0.4447309938
746	0.4447058201
747	0.4446869812
748	0.4446588431
749	0.4446368369
750	0.444610002
751	0.4445963075
752	0.4445781543
753	0.4445540055
754	0.4445271209
755	0.4444897653
756	0.4444590003
757	0.444435349
758	0.4443988531
759	0.4443821952
760	0.4443685164
761	0.4443448433
762	0.4443228868
763	0.4442989414
764	0.4442788756
765	0.4442582725
766	0.4442309501
767	0.4442157026
768	0.4442017622
769	0.444176968
770	0.4441465503
771	0.4441224562
772	0.4440924091
773	0.4440717333
774	0.4440548903
775	0.4440302075
776	0.4440099139
777	0.443997662
778	0.4439792043
779	0.4439558974
780	0.4439371995
781	0.443927382
782	0.4439102794
783	0.4438930384
784	0.4438683135
785	0.4438452074
786	0.4438178834
787	0.4437958018
788	0.4437723511
789	0.4437577701
790	0.4437354725
791	0.4437197915
792	0.4436878515
793	0.4436731032
794	0.4436563783
795	0.4436362561
796	0.4435968397
797	0.4435771877
798	0.443552778
799	0.4435360114
800	0.4434996173
801	0.4434674111
802	0.4434480834
803	0.4434205755
804	0.4433977032
805	0.4433676461
806	0.4433325449
807	0.4433078677
808	0.4432985726
809	0.4432734783
810	0.4432503557
811	0.4432328656
812	0.4432230978
813	0.4432008644
814	0.4431839686
815	0.4431537368
816	0.4431406631
817	0.443120171
818	0.4430982541
819	0.4430769872
820	0.4430527579
821	0.4430265691
822	0.4430019839
823	0.4429760495
824	0.4429500945
825	0.4429266535
826	0.4428999466
827	0.4428727089
828	0.4428513246
829	0.4428370948
830	0.4428220804
831	0.4427915718
832	0.442768983
833	0.4427531659
834	0.4427316808
835	0.4427045281
836	0.4426787872
837	0.4426635838
838	0.4426351048
839	0.442607019
840	0.4425856091
841	0.44257099
842	0.4425390415
843	0.442519791
844	0.4424984248
845	0.4424919911
846	0.4424732291
847	0.4424461448
848	0.4424315117
849	0.442413074
850	0.4423924081
851	0.4423641245
852	0.4423436312
853	0.4423142291
854	0.4422943602
855	0.4422698864
856	0.4422457423
857	0.4422092111
858	0.4421916756
859	0.4421718954
860	0.442139021
861	0.4421077178
862	0.4420751149
863	0.4420461865
864	0.4420226836
865	0.4420103528
866	0.4419825166
867	0.4419574074
868	0.4419328645
869	0.4419175258
870	0.441904154
871	0.4418774188
872	0.44184757
873	0.4418255934
874	0.4418029244
875	0.441776099
876	0.4417549088
877	0.4417396588
878	0.4417082647
879	0.4416975934
880	0.4416823679
881	0.4416500977
882	0.4416233182
883	0.4415940613
884	0.4415744807
885	0.4415489968
886	0.4415286796
887	0.4415156729
888	0.4414969567
889	0.4414838998
890	0.4414624214
891	0.4414546241
892	0.4414355295
893	0.4414171662
894	0.4413877878
895	0.4413656078
896	0.4413401044
897	0.4413117641
898	0.4412939628
899	0.4412690307
900	0.4412441172
901	0.4412175076
902	0.4411881602
903	0.4411639682
904	0.4411366074
905	0.4411000377
906	0.441078828
907	0.4410610557
908	0.4410405322
909	0.4410250581
910	0.4410106406
911	0.4409960202
912	0.4409707744
913	0.440953305
914	0.4409396672
915	0.4409121676
916	0.4408838037
917	0.4408642294
918	0.440833011
919	0.4408148132
920	0.4407906375
921	0.4407565372
922	0.4407389985
923	0.4407157776
924	0.4406888586
925	0.4406772508
926	0.4406557704
927	0.4406428878
928	0.440620075
929	0.4406069681
930	0.4405877904
931	0.4405747048
932	0.4405538942
933	0.4405420386
934	0.4405089343
935	0.4404942708
936	0.4404659866
937	0.4404420602
938	0.440429132
939	0.4404128171
940	0.4403976193
941	0.4403756681
942	0.4403504119
943	0.4403351813
944	0.4403134257
945	0.4402937287
946	0.4402710362
947	0.4402568001
948	0.4402346926
949	0.4402151594
950	0.4401917585
951	0.4401703843
952	0.440139765
953	0.4401187573
954	0.440105628
955	0.4400828887
956	0.4400608073
957	0.4400344524
958	0.4400039302
959	0.4399868061
960	0.4399574393
961	0.4399367573
962	0.4399051482
963	0.4398752361
964	0.4398532069
965	0.4398320466
966	0.4398113292
967	0.4397871906
968	0.4397609341
969	0.4397445532
970	0.4397128637
971	0.4396911596
972	0.4396769679
973	0.4396594559
974	0.4396472726
975	0.4396214363
976	0.4396023496
977	0.4395828504
978	0.4395731164
979	0.4395566201
980	0.4395349515
981	0.4395165741
982	0.4394961245
983	0.4394791613
984	0.439461015
985	0.4394475981
986	0.4394177632
987	0.4393968076
988	0.4393753364
989	0.4393624764
990	0.4393386136
991	0.4393218911
992	0.4393042652
993	0.4392820913
994	0.4392543837
995	0.4392318907
996	0.4392119486
997	0.4391964291
998	0.4391887673
999	0.4391694545
